,model,test mse,test preds std,epochs,learning rate,n_nodes_per_layer,n_factors,batch_size,dropout_prob,patience,early stopping metric
0,84,0.8860439655397767,0.7086098194122314,250,0.1,"[64, 32, 16, 8, 4, 2]",25,256,0.2,5,val_loss
