,model,test mse,test preds std,epochs,learning rate,n_nodes_per_layer,n_factors,batch_size,dropout_prob
0,30,0.9248984937483438,0.6655173897743225,25,0.1,"[512, 256, 128, 64, 32, 16, 8, 4, 2]",25,256,0.2
