,model,test mse,test preds std,epochs,learning rate,n_nodes_per_layer,n_factors,batch_size,dropout_prob,patience,early stopping metric
0,18,0.9631254919532399,0.5286373496055603,250,0.001,"[1024, 512, 256, 128, 64, 32, 16, 8, 4, 2]",200,256,0.2,5,val_loss
